10780:7099,18288,26018,11063,10336,3966,539,3064,1207,21344
10830:3626,102,431,2097,1155,1487,4599,2508,2715,506
10846:430,895,2120,1100,1551,1758,180,808,1616,832
10873:6755,36099,34246,480,9342,12857,28143,31718,13761,36419
10907:5065,4431,20869,10153,15508,2376,26311,24221,20179,3026
10934:8965,42110,26169,19893,12741,20331,11231,44552,40450,26152
10982:478,3820,1647,110,1490,73,8410,2505,4887,567
11000:4732,16867,2352,11355,27022,10063,5260,500,29931,2245
11037:4183,3349,1843,195,294,1399,1386,38,1223,415
1105:4348,2777,3297,2649,2466,2496,2710,622,2924,2245
11066:38908,1827,16386,4298,5983,24208,15899,24137,1436,752
11094:411,2989,1901,4290,4434,1895,2741,2589,166,1890
11121:4842,1799,978,1896,1751,733,1805,1184,2284,459
11138:3990,1705,886,2545,4599,3731,2455,2618,1287,2097
1114:43,502,1836,1242,2231,1458,4092,1577,3451,1370
11168:9076,8384,5095,1435,542,1335,7762,2430,8057,13563
11169:41990,54968,27563,22196,8019,10466,16211,31591,23850,47696
11201:575,780,542,1756,26640,4298,357,47703,4184,6160
11211:29680,1195,5588,717,22545,13248,7922,25373,26827,29529
11221:7590,253,7749,105,3711,3295,2422,4586,4395,600
11223:4405,24394,7292,20727,900,16238,8490,1207,539,12584
11227:40531,16100,36476,38218,55417,38688,51333,7636,8979,29126
11229:4606,10424,12072,4237,26341,10645,17758,26827,4682,43030
11240:4412,56270,3596,2078,2319,757,3745,3760,694,8312
11271:54937,48481,5163,36674,41697,19643,5736,27740,57795,25577
11290:4747,50,1209,509,639,2632,389,1743,2641,1669
11296:5079,636,3659,1865,1774,4264,1423,3220,3596,2646
11300:6609,4427,7309,2902,3108,4545,1566,5397,995,5716
11316:8215,23941,26826,16557,3249,4208,5278,8666,25004,6100
11340:806,1290,2760,152,2973,3370,4738,4283,2585,4444
11348:7362,22678,8923,4014,15431,1387,48,6045,7865,31438
11367:5996,4299,8294,6777,1912,3082,3345,2376,6908,6706
11383:3656,993,836,2058,759,3900,2141,1060,3063,4578
114:549,4683,1192,4723,2739,2463,1028,2164,2634,1893
11404:398,1199,1493,2573,337,4458,4529,3692,4245,3464
11410:42715,61313,56658,10581,9122,46603,11393,41951,25601,11309
11440:679,1672,4691,2508,2541,4810,1333,2032,183,57
11448:512,2726,7957,4127,19053,4590,12665,11360,7214,4705
11458:6393,145,6024,4169,2814,5716,7719,3057,6941,1912
11493:3876,3748,2820,3294,3156,3337,2245,2496,897,2710
11502:7090,2948,36244,23573,836,5222,1567,16294,17333,2975
11508:662,1492,1241,4771,1571,4814,1208,182,2461,2713
11522:4823,1925,1099,2681,4093,4784,1110,4969,2450,279
11542:9524,43030,9791,22902,6055,17169,7123,6187,13248,17758
11543:4700,26423,5435,1366,8007,31848,31896,7044,9585,4182
11544:553,4956,2869,4493,3914,4979,1023,4859,5083,1929
11555:40624,58715,52759,43087,13536,16100,38218,7636,7047,29126
11557:3618,1559,1716,4747,118,3013,4876,1357,2291,2300
1159:4,6297,11618,25755,30263,25947,8655,15058,1893,37225
11602:503,279,1163,649,1066,3476,1934,4036,5116,4169
11619:29077,7605,18644,2198,17554,8989,878,25137,22522,4729
11623:47458,24720,31408,37172,61438,68714,18762,10214,67934,60097
11690:8416,5190,6054,5806,304,8161,7058,6229,6,2690
11699:4298,5983,26640,419,16386,3616,875,357,38908,6160
11704:588,2398,3785,4039,5704,5853,384,3866,4989,4367
11718:3464,2004,4731,2892,4996,507,3512,1401,1287,2529
11727:6274,1010,36348,4400,38443,4917,24890,15158,14272,7705
11764:743,3607,21098,11779,8655,15058,2254,11419,5603,30821
11765:4472,2723,675,1001,569,899,4303,3,2033,3962
1177:4397,6183,39370,8787,1088,34858,6244,38907,270,1461
11823:43109,16500,10503,41951,15990,9614,8553,8640,11393,4408
11831:9122,61313,10581,35700,42715,11393,11309,46603,25601,41951
11839:44951,5568,17266,18940,6148,16,34900,573,24319,41632
11863:53380,41989,5079,33878,471,5124,6615,25682,18237,12841
11872:29545,5349,25028,4519,15545,32036,17220,7107,12472,9503
11878:42407,23445,13492,18020,8070,52551,6508,69136,26571,24921
11885:910,3254,4690,1900,3971,3791,2626,329,2975,337
1190:4705,4590,9751,990,7214,11796,19053,13696,18855,14784
11913:40794,45852,6451,24913,18662,26324,47436,10884,14942,39272
11929:43210,68661,50915,32,618,18237,50362,39228,39786,5079
11937:8235,1863,3973,7061,2259,5367,4792,1912,6476,3120
11943:46,360,4369,718,2754,4361,2258,1029,3660,2127
11948:374,4655,1130,122,79,1156,1283,289,997,750
11951:3741,4024,4080,3624,823,340,3579,3825,793,4283
11973:42293,38831,68222,39868,42138,59621,44232,20800,14951,7701
11985:8619,5982,4196,2783,7020,6467,4440,7555,3845,8521
12:5296,3521,1203,5747,7926,4392,5383,1274,4195,4406
12039:5673,27963,3725,15703,23543,4787,16210,8815,7056,24135
1208:7309,4545,6609,4427,5397,5716,2902,3108,1566,995
12113:6546,42715,7062,56658,15338,46603,10772,1138,61313,25601
12144:6,6229,7058,2690,3010,304,5806,6054,8416,5190
12157:3755,2387,4104,46,714,2475,4014,3775,3423,3862
1216:5632,35366,3643,21701,14979,17751,31004,24137,15752,12363
12174:6112,5851,2839,927,391,7382,2265,5191,6390,4303
12175:5349,29545,25028,4519,15545,32036,17220,7107,9503,2085
12183:7403,25141,53374,11365,35440,41949,57006,32650,41938,66338
12204:388,29666,23745,26826,8215,23941,16557,3249,26407,4208
12222:5327,5260,27022,2245,11031,2352,4732,16867,11355,11427
12229:7304,30761,19271,50462,26083,53374,17025,17355,32650,22966
12240:551,7889,2906,5969,154,5890,2099,4056,5052,5268
12250:8444,860,8484,3980,161,4479,3512,402,1451,1976
12252:57006,41949,25141,35440,32780,66338,58605,7403,61731,68195
12254:4519,15545,7107,12472,5349,29545,15273,25028,32036,17220
12262:61731,58605,66338,6220,167,35440,40974,41675,32780,41949
12269:8519,19455,38277,21027,16734,40122,983,1337,32695,40594
12286:56553,14658,12857,32695,983,46707,18915,46353,19455,8519
12294:27188,20500,12804,6130,15273,12472,7107,466,15545,4519
12296:9614,8553,4408,43109,10503,40977,41951,16500,8739,20781
12305:8338,28405,2949,24401,7231,25238,7196,9162,8341,2469
1231:6251,10615,2767,3484,4973,13143,22971,4615,16999,3561
12321:3969,3835,2485,6250,3377,207,2770,4339,2372,741
12332:8488,478,1766,1634,1165,5478,5034,3820,5630,7812
1234:6297,4,11618,25755,25947,30263,8655,1893,15374,15058
12370:5684,4612,3228,5784,3530,6386,5711,7912,7225,5004
1240:6561,15401,29314,17293,1572,1799,3947,10783,10093,15931
12406:5578,27708,8695,23202,2551,31752,24906,3486,23027,5299
12408:32233,3624,3963,1884,8748,570,13496,24803,14226,18396
12414:47325,12018,8717,40594,28939,1337,17387,19023,40261,68639
12467:6196,7043,5933,566,8071,8126,2739,4835,7650,5300
12472:3935,5787,7791,7279,2082,942,1891,7061,5796,6968
12486:6172,6909,5679,623,2573,3321,6407,5517,7665,2167
12496:7529,5151,3808,1308,3047,7480,2635,627,2061,2101
12511:6205,53300,5981,28,1301,546,6318,3038,4530,8031
12522:5427,6252,2544,5289,1494,7838,4970,5649,706,3151
12553:5502,3747,1683,3434,4730,4688,3161,5707,3356,5182
12565:5630,27459,15563,1885,7815,5732,5168,7374,20290,22763
1258:7099,12714,11323,2396,952,15431,4014,8923,36845,22678
12586:26996,8316,214,6008,13138,466,15212,12804,27188,6130
12599:5170,7264,8302,1980,7198,1019,3592,2029,1948,1878
12613:6055,23296,9524,6187,9791,22902,43030,17169,12190,3278
12642:7645,4168,567,4887,2505,4634,1258,73,5177,1490
12674:4448,3419,1137,367,2506,3749,2127,840,560,1029
12696:4759,1101,6668,5926,1948,1482,4523,2029,3403,8580
12699:3914,4956,553,2869,4493,2541,16,1798,3609,2314
12706:3890,973,769,5400,4218,4796,3465,3517,3349,3190
12711:4798,6889,2080,4449,4218,3190,3890,3517,3465,3349
12717:5681,8361,2558,637,3959,2923,3529,5029,2741,1925
12723:59302,41919,45832,12757,41108,22430,28597,24915,38908,11383
12736:5172,327,5976,1344,678,477,255,4330,575,3142
12757:3423,3345,2541,16,3881,3642,379,2962,3775,725
12763:6525,847,6874,5446,6838,2543,2794,6898,6141,3242
12770:5699,3821,2471,5368,3845,4393,3925,3102,5271,3529
12776:4704,2543,505,498,2269,2523,4665,1544,4775,561
12788:832,420,2339,1551,1066,1100,895,2528,4770,2120
1279:7543,4674,11189,17445,8651,7823,9803,4474,24753,10310
12805:839,1518,1393,3,793,3579,569,3825,1001,4080
12810:5979,1670,6486,29053,1443,22655,7097,15215,36206,5299
12847:4567,2842,5808,23918,7401,2862,5038,8599,20431,9062
12857:6440,3760,5957,979,1232,4036,1625,3081,5189,7281
12869:7782,8238,4007,3536,3315,2332,6933,4676,1470,8110
12876:5455,1872,196,2216,1777,1808,458,5730,7494,6287
12879:6477,4514,12584,23324,16044,4433,3979,25014,14796,15850
1293:7831,14905,985,7008,23163,18370,40109,7555,15977,5396
12961:4568,2314,3609,1727,4493,1841,1798,4113,2962,1929
12997:7759,5182,7476,5707,4688,5524,4730,1368,3434,3747
1301:6778,5670,1092,8159,561,4832,7583,6495,6048,3311
13018:617,2094,622,37,5616,242,2750,4387,1592,1853
13023:419,3616,16386,4298,875,13419,36682,35145,5983,39528
13057:7208,3956,3998,5044,5029,4257,5923,3057,5546,2522
13068:7926,1274,5747,5296,1203,3521,540,5383,4392,2277
13146:60,1638,1284,860,2444,6689,1535,1279,1611,1643
13160:40,7759,3150,13892,11051,26123,18500,4729,8989,17554
13194:4908,63,6852,64,6338,1659,2950,2349,440,7419
13197:5530,1334,2317,2651,5603,2965,2774,745,251,3825
13228:845,653,2399,2606,2216,1764,1093,1355,6,1880
13229:4493,3866,2452,3884,1687,3159,671,2175,4657,1190
13234:8969,57731,46882,595,37133,5507,218,1447,8588,1138
1325:4968,3833,2744,4649,1738,2119,4224,2622,119,3220
13272:566,8126,7043,6196,5933,8071,2739,7650,5300,914
13277:5168,7374,20290,22763,13824,24106,1251,13074,3894,24938
133:4514,6477,12584,23324,16044,4433,3979,14796,25014,15850
13341:5839,4479,8269,3405,5492,3798,1301,4061,4989,4307
13342:8169,22680,25115,9631,27268,25735,388,29666,23745,26407
134:639,1209,509,50,4747,389,2641,1669,1313,1743
13410:4629,3110,5200,3608,5074,4515,3896,2862,4727,4757
13423:4841,22313,11078,5141,27010,27498,8415,7678,20360,17919
13444:3863,24999,1513,29931,7547,10063,3350,500,2892,11079
13462:3761,1218,666,3352,2271,3612,3149,4657,3920,2343
13471:28960,3694,2149,4557,6585,23810,18284,9624,26946,9209
13474:8063,860,16198,7941,3617,15440,4119,7709,7693,9350
13476:4079,143,3687,4087,1458,1530,163,1837,2782,1889
13480:4300,468,4782,4686,3441,277,2547,4262,5158,4727
13504:4024,4080,3825,3579,3741,793,823,1518,340,839
13505:4559,4034,4374,1366,5402,771,3019,2129,5358,1000
1353:4734,248,4493,2175,671,3866,2452,2214,2019,3884
13562:93,3508,1558,3516,4419,2974,3805,567,3072,344
13582:589,815,2504,4708,2278,2041,4674,1313,1669,2006
13609:4965,8106,3369,2120,8554,7680,1717,1086,2112,6256
13613:6650,6667,6346,8393,646,234,6838,6502,2087,3416
13650:3981,15892,35,18813,24112,18079,14473,7421,8331,29130
13705:5390,518,16093,6628,5435,10796,15874,708,7498,7770
13714:4920,3530,3582,2358,2196,3789,2856,4792,470,2706
13720:6356,1135,1959,6580,1076,3193,1238,2096,5834,2321
13722:993,3656,3063,836,2058,3900,759,2141,4578,1060
1374:4028,4653,412,2373,4195,1033,912,1068,4106,69
13762:373,17751,24208,13419,35145,32030,10590,24137,15026,5632
13781:6149,5303,4299,4818,298,6501,5996,2523,1391,3656
13785:4027,2365,2447,3431,1401,1859,2885,973,4255,1200
13791:7382,2839,391,5851,6112,2265,927,6390,4303,5191
13792:8237,1590,4964,1990,1198,2727,7700,3435,200,2088
13795:53485,20016,68109,45955,662,12611,67748,9365,50126,36102
13797:8054,165,3164,107,548,301,1178,8147,2800,24697
13811:750,1130,4655,374,1118,122,4656,688,1815,1283
13815:411,917,4751,2397,2199,128,4755,1783,1304,206
13835:4832,561,7583,6495,6048,3311,634,7774,2226,1984
13866:668,392,515,3799,579,4202,1111,1465,1764,5083
13873:5056,2898,1380,4846,4650,3010,1044,4034,93,3740
13884:5152,1124,3106,3254,64,1528,3704,492,3379,5236
13904:25971,3802,26173,3951,29215,11575,26760,7123,22666,17169
13910:4433,16044,14796,23324,4514,12584,6477,8061,27222,4128
13914:49389,41627,35368,8632,17547,27735,48078,18762,10214,21998
13918:5413,53345,46643,19326,45428,16550,45031,37507,31718,50813
13932:6872,1510,1813,8460,4070,3533,1527,4713,2454,1013
13943:693,4464,758,2832,20283,1791,7138,2009,1035,1815
1396:4693,93,1028,4672,2463,49,4723,4683,549,2003
13973:4219,1470,638,514,69,5161,6250,2372,3377,3835
13992:5336,7605,4395,1647,4896,4654,1587,4303,6390,391
1400:4216,3729,3603,4877,343,4169,4256,3260,2551,2450
14003:76,4106,69,1068,2882,4028,4653,1438,412,1154
14011:5037,3181,3069,202,4347,4120,3175,106,4630,500
14034:4223,4661,2779,2396,813,3289,881,450,1597,2695
14038:4599,2097,3626,102,2618,431,1523,3731,1404,1287
14047:8571,25165,4620,9278,9209,8169,22680,25115,27268,9631
14049:575,628,114,4286,3919,2484,2885,26480,3143,5869
1407:4248,1677,4679,3793,397,2007,3840,3952,2695,2862
14086:8022,36331,386,1447,42860,41746,5507,46984,20995,5716
14113:7300,30002,3745,27954,34858,36757,2889,39370,6244,5095
14126:5178,163,3459,4079,143,8278,3687,4087,1458,1530
14158:4530,2718,7348,1441,1450,2256,5889,2545,1561,8322
14159:7839,27024,2295,8646,28822,14149,4643,23075,16043,25740
14168:6583,37,31438,6045,17132,190,10301,1387,6615,4014
14173:7194,15023,6494,38494,17401,11115,27637,4038,5050,26773
14187:519,17981,13989,8581,22937,15998,2541,5299,23202,8695
14205:5064,1436,3731,1287,1401,1404,1523,507,4996,4731
14219:3866,1913,2465,3134,42,4382,2500,4007,4063,2909
1424:678,307,258,828,4396,87,482,94,1390,477
14244:996,3201,1341,1762,927,1809,4254,1141,2672,13
14273:5098,6962,6690,4680,4920,4263,2558,939,5791,3533
14282:3384,260,433,1357,3661,4330,875,25347,2757,4184
14285:539,2261,729,3242,4539,2904,780,4785,2608,3481
14299:714,4104,2475,2387,46,3775,3755,4014,3423,329
14315:628,510,5796,1583,7061,1891,4570,8397,2970,4251
14317:6265,2248,60,4219,6670,4147,6706,2376,3005,2842
14339:6285,5476,832,3826,7043,2588,4496,5289,2570,6192
14387:6170,1784,2182,6120,8110,6057,1444,6933,1285,2562
14408:899,4303,3254,4690,2033,675,1001,910,337,3464
14435:29155,1375,15119,20607,26957,11438,17975,7901,28114,4776
14451:3966,11063,21344,15850,18288,25014,7099,1207,26018,10336
14479:7131,8688,10242,26807,18500,26012,26123,11051,13892,40
14490:4753,4825,4838,2304,538,95,4729,1878,2414,949
14495:763,4105,2593,3975,1803,3770,4979,4524,1915,4010
145:3575,15902,20979,15998,22937,16562,2080,24655,39174,22864
14508:556,1344,1178,4175,1714,1605,4229,3543,3532,2955
14524:5650,5362,2335,5957,8058,3291,4036,6780,3853,277
14532:4155,37141,24753,7823,13727,4674,8651,31718,10310,4474
14559:7748,3553,4938,2823,4544,1978,6967,2122,3416,7473
14582:893,2686,346,3723,2462,3589,1921,902,4582,3642
14609:6244,270,1461,8028,5095,39370,9076,8384,2889,1435
14614:56814,35509,34515,24921,26571,53760,11383,19529,6508,34662
1462:68380,35509,53760,34515,34662,9220,19835,39943,11383,56814
1463:4797,2031,2067,3928,350,4034,4824,1723,8,1291
1464:4210,92,660,869,3264,3181,2672,385,3001,13
14649:7058,6229,6,304,2690,5806,3010,6054,5190,8416
14651:4620,9278,8571,25165,8169,22680,25115,9631,27268,25735
1466:4824,3686,1291,8,2486,3924,1365,3434,1559,1723
14678:5713,4546,3831,3023,834,440,3769,5822,2816,5569
14692:5478,1634,7812,1165,5034,112,8289,4323,875,8167
14694:3799,310,2500,4904,1142,1764,7,1243,950,1733
14697:4178,4017,4905,1542,2797,5039,1580,718,4397,2186
1472:4918,155,2577,2785,1349,1913,1596,3795,2189,3617
14761:40974,36232,167,56133,54755,61731,6220,58605,53047,32780
14776:5355,10144,28202,21469,20500,27188,6130,15273,7107,12472
1478:4947,3587,3770,2695,4942,220,1131,1915,897,1493
14786:447,787,2391,815,1235,3422,1100,2672,3640,1876
14804:796,681,5089,3558,2290,4972,3790,3932,2054,650
14813:375,2453,4809,905,930,488,147,1533,1291,495
14832:4572,4698,2254,573,4159,4582,256,3442,4534,3589
14835:42991,19662,7864,40937,13456,18863,19021,37130,19969,24774
14836:485,441,598,2011,1611,434,1535,104,2494,6689
14854:4996,507,3512,1436,1401,3464,2004,1287,3731,4731
14864:7498,7770,5435,6628,16093,8158,1344,6413,32471,7658
14881:7317,8571,2795,6487,2644,3507,448,1430,4253,5961
14887:492,4938,4718,4235,4396,2906,2287,2432,4989,398
149:733,1805,1184,2284,1751,4842,1799,978,1896,459
14908:671,4493,3866,2452,3884,2175,2214,2019,278,4734
14913:666,500,872,4742,1858,2683,466,326,1767,338
14956:5950,5741,2041,2285,8806,106,1425,4630,3419,2423
14959:6295,3192,4065,8734,1590,2342,2377,7433,2283,3806
14973:4235,1380,2287,2898,5056,4650,398,4846,4938,3010
1499:5148,1442,1778,352,4134,738,912,4378,4238,2680
15011:8167,6052,6874,6898,1456,762,2477,5378,8237,6838
15015:4996,4149,8410,7803,1647,1737,110,1490,73,2505
15017:26710,7759,20438,3150,40,8989,14042,8330,4991,18644
15028:68714,61438,37172,31408,24720,47458,18762,10214,67934,60097
15043:909,1031,980,2545,183,1647,1743,2632,1815,4747
15052:776,2146,2117,1979,4817,2520,596,118,4762,2559
15053:7803,1737,4996,4149,8410,1647,8167,110,1490,73
15066:6911,4062,6028,3233,2075,4755,3678,2364,7645,2389
15124:7912,3228,5684,3530,5784,4612,5004,5711,6386,4035
1515:8078,5141,1962,2005,2879,6607,3050,1342,1866,3061
15165:4479,8269,5839,5492,3405,4989,4307,5031,3484,1615
1518:622,2924,2466,2710,2649,2479,599,2496,716,4348
15195:26736,6627,15212,31294,35009,3176,3676,31514,8316,26996
15204:481,22082,301,5182,413,79,1824,53908,5022,3045
15249:6265,17284,51633,34662,53760,19835,39943,68380,23008,35509
15268:4157,1596,5100,692,3617,3932,155,1524,681,796
15290:481,4808,1642,332,1166,533,51,1838,6077,2235
15295:3980,4955,1532,4442,77,3192,1402,433,344,1593
15302:5853,5704,7291,5322,3866,4039,7743,5991,2267,2152
15310:59,1585,3527,1673,4498,4028,2072,3926,45,2612
15336:732,3137,3660,718,1029,360,2754,46,367,4361
15391:56133,21586,13716,53047,6060,54755,8979,40974,36232,38218
15407:333,1448,4245,4123,770,174,2554,3749,2482,3920
1546:41888,45181,9614,8553,8739,41951,25601,10503,11423,43109
1547:81,3363,5074,1076,3896,4515,5200,5158,3110,4159
1551:8415,5141,27725,20360,27010,23631,27230,2337,17919,4297
15520:713,2753,18192,17665,3149,17840,4673,15351,6827,14809
15526:4776,5927,1375,29155,7901,11438,15119,20607,26957,5779
15548:966,1663,965,1557,189,673,177,1584,4741,152
15579:47018,54907,18119,20055,27740,18157,58795,31234,45318,5736
15587:4549,21361,6701,32065,533,620,2092,189,6608,223
15591:8345,7466,32471,2129,8158,14157,11251,6210,6413,1670
1562:964,347,4455,4209,2691,3616,4046,3970,4078,744
15636:662,67748,53485,68109,20016,50126,12611,16406,45955,36102
15645:3375,16469,2129,12595,24875,26739,26725,15701,16801,24016
15661:4793,8613,1521,23402,8391,6160,41378,42391,5885,5568
15668:755,2614,2206,1214,1298,685,3,133,1431,1534
15675:6152,3714,4237,5530,26341,8570,4606,12072,2754,10424
15682:6318,7248,2890,7242,933,4696,1301,53300,42792,3038
15684:365,1663,415,38,1223,5169,1386,525,674,1488
15689:5555,6355,4392,4406,3480,5296,1203,4195,1458,3420
15714:4296,2178,529,2835,3895,3048,4763,1917,1496,4288
15782:7056,8815,16210,23543,24135,3413,37252,15703,21606,9511
15788:3992,7231,5902,4718,1222,7659,4589,2211,1576,1906
1579:57731,595,8969,1447,5507,36331,37133,218,386,8022
1582:4484,610,2849,3979,553,2046,2657,1894,95,871
15824:7923,7064,602,3200,3248,2480,1613,5586,4633,3119
15828:837,4470,8364,3212,1831,3243,3513,2850,8365,671
15843:5161,3674,69,4339,2770,1984,3377,3789,2358,3582
15859:539,10661,7099,18288,26018,1207,10336,11063,3966,16238
1586:810,2494,291,1281,101,864,1858,466,104,2048
1587:3512,507,4996,1436,1401,3464,1287,2004,2637,1404
15880:3890,973,769,5400,4218,4796,3465,3517,3349,3190
15927:7043,8071,5933,6196,566,8126,2739,7650,5867,5300
15972:6535,3556,3106,2648,7902,577,943,1675,1703,5072
15993:5246,3515,4637,28114,24060,17823,17632,25482,17975,851
16014:7011,4354,5036,6778,5380,1278,4829,5487,3951,2917
16017:6987,5299,10681,4689,29053,12934,2803,6486,3726,7944
1604:339,22380,63001,3981,24112,15892,7268,12028,35,29130
16047:4014,8923,22678,15431,7362,6045,31438,1387,48,7865
16055:470,2358,2196,2706,277,1928,468,2856,3789,4262
16056:46353,21027,19455,8519,11382,38277,27577,44707,983,56616
16076:24938,3894,13074,1251,24106,13824,22763,20290,7374,5168
16132:4597,36381,843,25479,31305,41444,24747,36249,388,14590
16146:60,4219,4147,6265,2248,6706,3005,2842,4565,8612
16161:84,1324,1000,2129,4640,771,794,8013,2123,4637
16171:4283,340,3370,3741,3624,823,2585,2760,4024,3579
16201:3249,4208,16557,5278,8666,25004,6100,7316,7110,24884
16218:759,2058,2141,836,932,1060,3900,3656,993,4578
16253:9119,27560,22983,658,14462,23619,15916,25664,6104,6551
16314:7008,4187,5368,2423,6046,5388,3529,3102,1717,7041
1632:3619,11004,1319,8814,26742,26829,26822,3754,6028,48
16352:26341,29529,26827,10645,8905,25186,22989,25373,8934,7922
16362:3118,4128,27222,5583,8061,7401,2862,5808,23918,4567
16365:27637,5050,11115,5150,26773,15023,17401,4038,25430,38494
16375:5925,2152,2816,7743,5991,5322,3831,4007,3373,4431
16415:6178,7889,4632,5032,4820,8263,8044,6793,3119,1630
16423:815,4137,6447,2247,2377,1338,5201,2283,4758,4065
16428:4010,2326,1915,1131,4524,4055,2808,3937,3975,5209
16430:367,3660,2127,1029,1137,3419,4361,4448,732,46
16464:4436,3077,4402,2449,4236,3095,980,2870,1159,1517
16465:8748,24803,18396,3624,18041,1884,14226,25513,8344,32233
16474:56005,18257,12857,14658,56553,27577,24135,32695,46707,25022
16481:26480,546,8031,6205,5772,3573,311,304,53300,3919
165:8107,2724,44020,3475,875,8391,42391,3252,559,2123
16528:7678,27498,23250,30420,28700,4731,9187,10482,5436,21481
16538:6941,2372,4169,3016,6024,5255,2522,2863,6565,7225
16603:57964,20995,39100,8510,46984,41746,68967,7807,5716,42860
16614:3694,3064,4536,772,1386,4183,1399,674,3349,294
16618:9033,3045,13844,37594,11591,4261,17333,1004,711,1893
16642:7,1733,2471,950,1142,4904,4876,4747,3534,1716
16648:4672,49,4693,93,1028,2463,2003,4723,4683,549
16652:5208,2421,1729,4249,4010,3770,2276,4942,1131,1915
16658:55021,13212,13313,20517,31791,22966,1285,68052,53047,21928
16718:4127,31297,2726,512,7471,4705,9751,4590,11796,6034
1673:4046,1696,4203,6372,3508,567,1558,4419,93,3979
16758:4764,913,4711,2053,1439,4789,1208,1852,4814,4771
16770:46984,8510,39100,20995,68967,57964,41746,42860,8022,386
16802:3997,1668,3029,531,3013,1826,2313,2455,3618,1705
16804:9204,26533,16231,7056,24135,16210,8815,23543,6529,3413
16829:7107,15273,15545,12472,4519,29545,5349,25028,32036,17220
1683:4133,2984,299,3600,1263,2896,4753,1566,3504,1422
16871:622,2009,3252,559,20283,875,2094,617,4419,693
16885:8900,5134,6431,4418,16363,34115,255,1937,10590,32030
1689:4729,17554,2198,26123,11051,8989,18500,3150,7605,29077
16901:571,2322,95,4838,4753,798,2414,2304,4825,538
16912:440,7419,1414,3859,8062,2349,202,2950,8159,6338
16941:801,5365,6861,3750,258,606,3483,4831,6790,10060
16972:51,4808,1642,1166,481,533,332,6077,1838,250
16974:598,441,2011,485,1611,1535,434,104,6689,2494
17010:4198,1794,3979,1072,2973,5822,2222,2505,610,4484
17088:4661,4223,813,4467,881,2779,2396,2026,450,1529
